,Label,SLC2A1.6513,CDCA5.113130,CENPA.1058,POLQ.10721,AGER.177,TROAP.10024,KIF14.9928,EXO1.9156,SERPINB5.5268,GPD1.2819,GINS1.9837,CKAP2L.150468,GPR87.53836,KIF23.9493,PLK1.5347,B4GALNT4.338707,CCNB1.891,RAD54L.8438,C19orf59.199675,CLEC3B.7123
TCGA.43.6771.11,Solid Tissue Normal,729.9539,40.8163,3.4233,4.2133,38117.709,11.0599,6.3199,9.4799,0.79,2272.2844,17.1165,9.2166,1.0533,36.8664,35.5497,1.3167,57.6695,12.3766,3874.391,3189.7301
TCGA.43.6771.01,Primary Tumor,32646.4674,569.2935,143.75,127.7174,10.0543,375.0,203.8043,162.7717,9001.9022,1.6304,270.1087,244.0217,1634.5109,387.5,636.6848,4.8913,1085.0543,201.9022,12.7717,13.0435
TCGA.43.6773.11,Solid Tissue Normal,643.8547,64.2458,4.1899,24.4413,6895.9497,16.0615,18.1564,20.9497,48.8827,805.8659,48.8827,23.0447,30.7263,47.486,57.2626,7.6816,95.6704,19.5531,2638.9665,3000.6983
TCGA.43.6773.01,Primary Tumor,13953.4374,689.6741,131.4708,292.5226,474.9384,253.0813,244.8644,190.0849,5116.9543,44.9192,363.1882,272.2542,968.5018,587.7842,747.7403,305.1219,814.0236,201.5886,159.9562,369.2139
TCGA.43.7656.01,Primary Tumor,4228.2061,1234.0178,414.1806,354.1263,75.5521,1196.4355,442.8516,280.5114,105.773,15.4979,607.129,437.4274,175.5134,1507.1678,990.3138,608.6788,1397.5203,394.4208,3.8745,86.7881
TCGA.43.7657.11,Solid Tissue Normal,370.5882,59.8039,10.1307,13.3987,35110.4575,17.6471,15.3595,13.0719,36.6013,1451.9608,42.4837,16.3399,18.6275,49.3464,49.3464,7.5163,115.3595,13.7255,2257.1895,3110.1307
TCGA.43.7657.01,Primary Tumor,34554.0853,712.5372,233.8736,194.8396,17.2015,375.124,184.9156,201.1247,1756.864,14.2243,461.1313,117.7638,2676.4803,556.7317,443.2683,799.5369,846.8409,233.5428,4.3004,38.3725
TCGA.43.7658.11,Solid Tissue Normal,302.5649,44.7639,5.2279,15.6837,82280.0196,11.7628,8.1686,10.7826,29.407,1702.663,20.5849,11.436,20.5849,33.0011,30.0604,2.614,98.0232,8.4953,3774.2199,3867.9954
TCGA.43.7658.01,Primary Tumor,2873.1599,1785.0373,626.7393,641.5272,311.8908,969.5503,601.7342,330.443,44.3638,17.7455,1462.1227,418.6328,2.6887,1156.6848,1761.6455,2693.5538,1964.1057,790.482,5.3774,92.7606
TCGA.43.8115.01,Primary Tumor,13835.9417,822.9897,243.9288,244.4684,76.0928,589.8543,345.3859,178.0896,1893.6859,33.4593,619.5359,173.7723,697.7874,694.0097,621.6945,256.3411,1012.952,622.2342,66.9185,71.2358
TCGA.43.8116.01,Primary Tumor,15804.4496,2290.9836,217.2131,365.9251,177.4005,916.8618,453.1616,408.6651,1879.3911,3.5129,552.6932,132.904,2015.2225,1049.7658,1594.8478,954.3326,1141.1007,481.8501,22.2482,35.1288
TCGA.43.8118.01,Primary Tumor,17959.8708,1402.6753,368.5424,137.9151,295.6642,797.048,473.7085,259.2251,4219.5572,21.679,897.6015,691.8819,369.4649,1113.4686,1829.797,907.7491,1562.2694,415.1292,107.4723,160.9779
TCGA.43.A474.01,Primary Tumor,56369.186,649.5017,252.0764,200.5814,47.3422,840.1163,694.7674,470.9302,6017.4419,2.4917,901.9934,349.6678,488.7874,1111.2957,1980.4817,760.3821,1910.299,252.0764,10.7973,13.7043
TCGA.43.A475.01,Primary Tumor,13687.8363,905.255,124.7627,610.1352,392.5258,527.6509,473.7667,512.7291,3529.8311,4.9739,500.2943,232.1167,104.038,1246.798,736.9704,783.3937,1063.1772,456.3579,7.4609,114.8148
TCGA.43.A56U.01,Primary Tumor,23411.5983,426.214,203.0489,210.5925,132.6418,458.903,118.8119,142.0713,5625.6483,32.689,253.3396,226.3083,2143.0143,297.9727,414.27,428.1,685.84,354.5497,17.6018,221.2793
TCGA.43.A56V.01,Primary Tumor,18635.8964,820.2088,331.486,664.5186,94.3421,615.5432,354.6849,430.9834,6200.2835,25.7765,787.2148,360.8712,1460.4975,521.7167,1221.2914,644.9285,1458.4354,360.3557,61.3481,92.7955
TCGA.46.3765.01,Primary Tumor,26118.797,790.4762,190.9774,278.6967,247.619,462.6566,204.01,275.6892,9122.807,6.5163,456.1404,238.5965,1164.411,503.2581,598.4962,864.6617,1196.4912,330.3258,43.609,44.1103
TCGA.46.3766.01,Primary Tumor,5372.9904,251.4469,54.0193,34.0836,2216.0772,28.9389,34.0836,71.3826,2601.2862,256.5916,169.1318,87.4598,1824.4373,363.9871,219.9357,180.7074,360.7717,32.1543,450.8039,619.2926
TCGA.46.3767.01,Primary Tumor,21088.2837,448.3851,125.1425,165.6745,1101.4566,225.9658,137.3021,167.1944,3193.9202,50.1583,213.8062,232.5522,1897.4034,404.3065,415.9595,237.1121,648.5117,110.9563,150.9816,229.5123
TCGA.46.3768.01,Primary Tumor,5675.4643,1013.0336,551.9713,675.1385,287.0642,780.7103,439.231,727.5986,1534.7019,13.6852,960.5735,564.679,870.9677,1064.1903,1896.3832,368.1981,1648.0938,402.0854,28.6738,94.8192
TCGA.46.3769.01,Primary Tumor,11260.4864,718.717,192.8093,111.0328,19.3867,377.5115,158.6183,452.9432,543.1794,4.5823,393.7258,341.558,1394.4307,685.9358,723.6517,61.6849,1584.7726,227.3528,14.0994,79.3091
TCGA.46.6025.01,Primary Tumor,24884.7635,1426.0277,230.0941,431.1423,30.5613,408.1581,340.7211,322.5358,5060.0493,7.072,211.9088,161.1416,1964.0083,914.062,1132.2852,65.9216,1531.3506,217.4654,5.8092,42.1797
TCGA.46.6026.01,Primary Tumor,15345.6675,1518.1084,197.4427,839.7743,280.02,1233.2309,414.601,391.7423,8546.8962,9.4292,751.4822,211.1579,998.6428,904.636,1694.9782,1356.9541,1052.9324,707.4791,24.8589,80.0057
TCGA.51.4079.11,Solid Tissue Normal,393.8727,43.1618,5.5856,3.7238,44987.9824,12.3561,6.9397,8.1246,10.1557,639.4719,24.8815,12.1869,7.4475,83.4462,50.2708,16.4184,74.9831,7.109,1585.3081,6064.9966
TCGA.51.4079.01,Primary Tumor,99614.5739,1161.0961,185.4863,224.4304,231.2556,442.437,307.1364,335.6419,9687.845,13.249,307.1364,464.1172,1298.4041,1267.8912,1348.1883,348.4894,1215.6981,225.6348,23.2862,88.7283
TCGA.51.4080.11,Solid Tissue Normal,322.6809,109.8635,19.0016,19.0016,36498.1983,39.0396,22.8019,19.1743,9.328,1238.7286,65.9872,30.5752,9.5008,80.4975,107.7906,9.6735,130.247,32.6481,3162.8951,5144.93
TCGA.51.4080.01,Primary Tumor,7155.0027,1203.6717,404.9868,366.1815,75.1413,623.3552,545.0389,482.5976,7656.2974,2.4694,821.2625,766.935,2997.1848,779.9877,1283.3991,525.2835,1216.0189,233.8905,5.2916,108.3022
TCGA.51.4081.11,Solid Tissue Normal,607.3309,66.9909,8.424,17.2492,15468.084,24.0686,9.4269,14.04,79.8275,2546.658,44.3263,16.6474,22.2635,53.9538,54.1543,16.6474,87.6498,14.8423,2780.7251,1948.7539
TCGA.51.4081.01,Primary Tumor,19752.5027,1216.6134,287.114,783.3866,65.1757,537.1672,481.7891,305.0053,9076.4643,5.1118,874.9734,421.7252,1220.0213,1352.5027,1148.4558,710.9691,1227.263,265.8147,2.1299,27.263
TCGA.51.6867.01,Primary Tumor,16843.1373,1073.1404,211.6402,663.2431,49.7977,475.568,456.8939,732.3374,3492.9972,26.1438,606.9094,332.3996,904.4507,1472.1444,842.5148,522.8758,1066.2932,260.193,21.4753,121.0707
TCGA.52.7622.01,Primary Tumor,12293.8293,964.2445,157.4394,427.9123,3678.7774,491.3495,423.2987,352.0761,6514.9942,49.8847,440.3114,299.8847,411.188,743.0796,917.5317,508.0738,995.3864,184.8328,61.707,318.3391
TCGA.52.7809.01,Primary Tumor,2667.7027,1983.5967,397.1337,732.4527,1075.3691,1138.2198,767.3314,881.9822,1287.0586,92.2041,790.8141,529.0512,260.7269,1550.8936,808.7715,981.4383,1674.8683,532.5045,135.0255,215.1429
TCGA.52.7810.01,Primary Tumor,56468.4856,951.8015,295.4653,234.2428,19.0132,375.3208,310.2957,399.2775,6236.3343,4.5632,168.0768,393.1933,2979.3707,728.2061,824.7932,357.4484,1502.0439,378.363,9.8869,28.9001
TCGA.52.7811.01,Primary Tumor,29209.268,893.5536,151.0807,198.7187,1010.9474,447.7976,271.5369,279.3631,15766.8322,11.5692,614.5308,496.4565,1002.4406,730.9037,1108.9457,286.1685,1536.327,235.1278,95.6164,170.4762
TCGA.52.7812.01,Primary Tumor,3890.8873,2013.9888,551.9584,308.9528,617.506,1009.5923,859.7122,569.944,541.1671,8.3933,949.6403,709.8321,627.498,1452.0384,1632.2942,314.948,3535.5715,409.6723,10.7914,59.952
TCGA.56.1622.01,Primary Tumor,10916.3267,835.3398,132.5241,189.4339,63.6753,516.5655,394.3886,338.2748,2869.7642,8.7553,1133.8175,450.9004,418.2668,1154.114,1430.3054,669.7841,1451.3979,217.2918,9.5513,25.8681
TCGA.56.5897.01,Primary Tumor,19448.7505,840.6375,187.251,283.9551,26.4397,267.6566,372.3289,202.4629,6287.577,39.8406,458.5295,306.4107,1089.4603,878.6671,1242.3035,31.1481,954.3644,259.3263,57.95,90.1847
TCGA.56.5898.01,Primary Tumor,37066.8477,632.3654,84.8402,118.0765,1525.8112,196.3569,135.5694,176.2402,9537.5226,54.6651,304.3751,143.4411,900.0056,348.5444,640.6745,795.0487,917.9357,152.6249,83.0909,221.7215
TCGA.56.6545.01,Primary Tumor,10524.6674,730.0443,169.6231,106.9845,1706.2084,394.6785,446.5078,248.337,2448.4479,80.0998,633.3149,413.2483,1143.0155,751.9401,656.8736,368.9024,1122.7827,133.0377,171.0089,200.388
TCGA.56.6546.01,Primary Tumor,2371.8667,1424.6535,353.8779,289.5901,325.8626,730.463,449.7198,375.7004,161.0145,9.4367,1182.2471,392.8045,102.0348,1105.8685,1574.4618,569.4485,1618.4017,417.8708,38.3368,118.844
TCGA.56.7221.01,Primary Tumor,64891.4965,844.2373,259.4438,407.0085,122.1669,354.2839,422.7616,519.8521,10683.8129,20.254,766.4363,254.6214,712.7471,1085.0346,945.5072,304.7742,957.0809,579.0066,12.8597,23.1474
TCGA.56.7222.11,Solid Tissue Normal,173.6111,18.0556,1.0417,3.125,25805.2083,2.0833,2.4306,2.0833,9.0278,1894.4444,18.0556,3.125,3.4722,19.4444,25.6944,0.6944,64.2361,1.7361,6290.2778,1645.4861
TCGA.56.7222.01,Primary Tumor,24591.4016,1090.5278,529.1856,392.8696,73.0514,651.5204,1014.6802,609.2275,6378.1894,12.9325,1488.6403,1043.3415,678.4341,1959.4547,1486.5432,262.1461,1458.2314,470.4649,49.9825,12.9325
TCGA.56.7223.01,Primary Tumor,13066.7816,1038.9918,315.5967,626.6695,83.1538,674.4938,745.7992,1046.9625,200.5601,19.819,1236.1051,393.7958,43.0849,840.3705,1407.1521,718.8712,1571.5209,385.6097,4.3085,28.6514
TCGA.56.7579.11,Solid Tissue Normal,381.366,55.6652,7.501,14.6072,50953.4149,11.4489,13.8176,13.028,15.7916,1057.6392,35.9258,16.9285,19.7394,54.8756,43.4268,3.1583,101.4607,11.4489,3511.2515,2465.456
TCGA.56.7579.01,Primary Tumor,12105.8875,1753.0756,486.819,260.1054,33.3919,318.5413,253.0756,444.2004,10061.5114,4.833,654.6573,474.0773,501.7575,780.3163,1006.5905,112.9174,1952.5483,552.7241,30.3163,98.4183
TCGA.56.7580.11,Solid Tissue Normal,330.9859,87.4722,22.98,25.2039,25618.2357,37.4351,39.2884,27.0571,1.4826,1521.4974,65.2335,37.8058,1.1119,110.8228,104.1512,45.5893,214.2328,26.3158,3130.0964,2393.6249
TCGA.56.7580.01,Primary Tumor,16800.9153,634.6301,320.7475,566.7429,118.2304,787.1854,565.9802,361.9375,3413.8063,4.958,649.5042,296.3387,2575.1335,702.8986,1197.1777,389.3974,1633.8673,612.5095,25.1716,77.0404
TCGA.56.7582.11,Solid Tissue Normal,262.6638,81.2294,14.9808,19.3086,21601.6832,36.2869,24.968,18.3099,7.9898,813.6252,59.9233,25.9668,11.3188,87.2217,77.2345,3.9949,154.4689,20.9732,1449.1451,509.6809
TCGA.56.7582.01,Primary Tumor,28944.3368,968.1002,296.0093,578.5871,7.2323,571.3548,869.947,552.2407,9130.8278,1.5498,744.4143,793.4909,592.5352,1293.5555,959.3181,362.6501,951.0526,234.0178,13.4315,18.5974
TCGA.56.7730.11,Solid Tissue Normal,885.4925,57.2538,5.3372,11.6448,83923.8234,15.5264,7.7632,11.1596,84.9102,1474.5269,22.3193,19.4081,34.9345,42.6977,45.6089,3.3964,103.8331,13.1004,1994.6628,3456.0893
TCGA.56.7730.01,Primary Tumor,12908.1587,977.277,368.1246,756.5036,1521.8685,926.6409,311.4121,436.7365,2793.3414,25.8244,653.7123,353.4401,962.0862,1231.7235,847.6486,1105.8928,1405.1522,315.463,38.2303,191.6577
TCGA.56.7731.11,Solid Tissue Normal,1024.4894,53.0425,6.8442,2.9943,59799.3797,8.983,6.8442,8.1275,43.6317,1306.8121,18.8215,11.1218,7.6997,39.7818,40.2096,1.711,82.558,10.694,1404.7695,5312.373
TCGA.56.7731.01,Primary Tumor,17443.7984,403.876,88.3721,136.8217,3411.2403,193.4109,81.3953,179.0698,3184.4961,162.4031,193.4109,110.8527,713.1783,290.3101,493.4109,571.3178,648.062,224.8062,206.2016,879.0698
TCGA.56.7822.01,Primary Tumor,68100.0421,567.6006,111.1133,210.995,369.4418,109.5088,102.2885,95.8704,6530.4158,10.4294,208.9893,207.3848,4378.3469,345.374,417.5776,194.1475,456.0862,145.6106,23.6667,233.4584
TCGA.56.7823.11,Solid Tissue Normal,395.8503,131.4076,19.9349,29.6989,22178.6005,59.8047,34.9878,34.581,17.4939,1403.5801,75.6713,54.5159,6.1025,119.2026,126.1188,6.5094,194.8739,28.8853,2896.2571,1882.4247
TCGA.56.7823.01,Primary Tumor,19338.7193,2038.3004,518.2525,529.623,44.8833,1302.2142,583.4829,564.3327,7767.8037,34.7098,1126.2717,533.8121,991.6218,1561.939,2675.6433,688.8091,2013.7642,373.4291,4.1891,9.5751
TCGA.56.8082.11,Solid Tissue Normal,814.1937,27.8232,0.9763,2.9288,59196.4718,2.9288,2.9288,5.3694,34.6569,507.6508,11.715,2.9288,7.81,46.8601,17.0844,10.2506,47.3482,12.6913,1054.8397,3449.5845
TCGA.56.8082.01,Primary Tumor,14399.3386,1221.9926,307.1517,1112.8566,145.1013,679.2063,343.117,202.9764,3677.5527,12.8152,618.4374,552.7077,3489.8718,1250.5167,613.4766,1730.4671,1213.7247,707.7305,27.6974,72.3439
TCGA.56.8083.11,Solid Tissue Normal,223.1554,23.9952,5.2789,5.7588,84733.7732,6.2388,3.3593,4.799,1.9196,1495.3809,18.7163,2.8794,0.4799,38.8722,11.0378,4.3191,47.0306,5.7588,3976.4847,5684.943
TCGA.56.8083.01,Primary Tumor,3462.6096,1563.1769,239.2986,337.2873,388.8602,945.8484,431.1501,756.0598,652.3981,17.0191,813.3058,438.3703,9.7989,1160.392,1354.3063,1907.6844,680.2476,530.1702,2.5786,71.6864
TCGA.56.8201.11,Solid Tissue Normal,217.3913,54.2067,6.7758,9.5991,68396.9509,15.8103,4.5172,8.4698,16.3749,1325.8046,26.5387,9.5991,3.9526,80.7453,34.4438,6.7758,81.31,10.7284,2701.8634,3926.0305
TCGA.56.8201.01,Primary Tumor,699.0343,1459.4523,239.1851,259.8227,33.3377,540.8123,393.7029,387.3528,1470.0357,4.7625,522.2913,517.5288,999.6031,986.3739,810.1601,237.5976,1544.6488,372.536,78.8464,92.6048
TCGA.56.8304.01,Primary Tumor,36173.1968,1280.0534,321.1264,480.8549,133.0142,608.3037,227.0703,372.8851,5875.4452,26.7142,547.6402,333.3704,1613.4239,650.0445,1711.9323,616.0953,1855.5209,392.9207,12.244,63.4461
TCGA.56.8305.01,Primary Tumor,25344.0415,1394.3005,242.487,322.2798,134.1969,520.7254,405.6995,453.886,7177.7202,18.1347,414.5078,219.6891,1583.9378,586.0104,940.9326,880.829,818.1347,505.6995,53.886,118.1347
TCGA.56.8307.01,Primary Tumor,4474.9773,1477.707,162.4204,386.2602,98.2712,693.8126,445.8599,349.8635,605.5505,17.7434,555.505,197.4522,1221.1101,844.859,1070.0637,615.1046,1802.0928,642.4022,49.1356,65.0591
TCGA.56.8308.01,Primary Tumor,40329.5063,1114.8106,115.9587,259.4719,192.8817,489.667,203.2147,189.4374,6355.9127,13.7773,664.7532,254.8794,1075.775,781.2859,619.403,443.1688,635.4765,343.2836,14.3513,111.3662
TCGA.56.8309.11,Solid Tissue Normal,740.9817,85.7481,13.6014,20.6978,64032.5251,33.7079,15.3755,13.0101,28.3856,2312.2413,40.8043,26.6115,27.7942,58.5452,51.4488,2.3655,139.5624,17.1496,5533.4122,3657.5991
TCGA.56.8309.01,Primary Tumor,15961.9007,499.1438,113.8699,203.339,520.1199,276.5411,187.9281,125.4281,693.9212,20.976,254.2808,162.6712,1547.5171,351.4555,500.8562,389.9829,508.1336,187.9281,85.1884,220.4623
TCGA.56.8503.01,Primary Tumor,16450.3226,1005.1613,311.6129,369.6774,44.5161,553.5484,336.129,250.9677,2113.5484,4.5161,318.7097,376.7742,1075.4839,701.9355,1090.3226,421.9355,863.2258,330.9677,150.9677,157.4194
TCGA.56.8504.01,Primary Tumor,26723.3522,1385.533,310.1392,732.8338,92.3689,640.4649,366.4169,631.2892,2983.3308,9.7874,959.1681,475.9137,716.9292,894.9381,1397.7672,607.4323,2825.5085,402.508,6.7289,72.794
TCGA.56.8622.01,Primary Tumor,60341.2122,138.2815,33.8134,27.7572,104.9728,69.6454,40.3742,41.8882,18519.6307,8.0748,78.2249,45.9256,2067.6621,123.1412,169.0668,483.9853,141.8143,46.935,37.8508,152.9172
TCGA.56.8623.11,Solid Tissue Normal,397.0,57.5,12.0,15.5,42837.5,23.0,11.5,13.0,20.5,1278.5,38.0,17.5,13.5,62.5,60.5,4.5,90.5,17.0,4602.5,3471.5
TCGA.56.8623.01,Primary Tumor,630.5499,43.9919,9.1242,11.7312,34454.4196,25.0916,9.1242,4.888,121.222,2757.1487,35.8452,11.7312,36.1711,54.4196,49.5316,8.4725,101.6701,12.7088,5525.0509,2681.5479
TCGA.56.8624.01,Primary Tumor,25282.2014,223.0679,88.4075,84.8946,421.5457,183.8407,83.1382,66.7447,3615.3396,19.3208,368.267,88.993,2592.5059,191.452,332.5527,46.8384,621.1944,83.7237,9.9532,210.1874
TCGA.56.8625.01,Primary Tumor,14176.9029,940.1575,277.1654,534.9081,208.9239,613.6483,274.5407,230.9711,2630.4462,19.4226,740.1575,306.0367,804.1995,942.2572,1304.4619,466.1417,818.3727,453.0184,49.8688,109.1864
TCGA.56.8626.01,Primary Tumor,24902.1788,468.8204,75.1315,113.5988,4601.6529,232.6071,169.4966,124.4177,2296.6191,251.2397,155.6724,99.7746,2515.402,357.0248,634.7107,1212.9226,346.8069,159.2787,608.8655,470.6236
TCGA.56.8628.01,Primary Tumor,13318.7067,449.5694,151.3683,181.9821,3183.269,375.8695,147.3998,85.6053,1699.0663,37.9838,282.8943,153.636,804.4628,592.4339,490.9548,563.5208,433.6956,251.1466,93.5422,662.7322
TCGA.56.8629.01,Primary Tumor,18939.3192,575.2343,223.9763,424.2723,63.6408,498.7667,210.1628,279.7237,957.0794,26.6404,343.8579,266.8969,2416.3789,712.8762,600.888,794.2773,1025.1603,316.2309,9.3735,16.7736
TCGA.56.A49D.01,Primary Tumor,9537.1219,1317.1409,390.2825,551.606,3400.3176,842.6896,246.9952,248.4982,2955.4256,27.5552,919.3433,426.3548,439.381,977.9608,1080.6667,529.5618,2298.6087,1031.5683,67.6356,290.5826
TCGA.56.A4BW.01,Primary Tumor,9133.8355,878.9108,581.1124,549.2468,161.066,637.8911,619.9305,323.2908,4188.2966,8.1112,863.847,272.8853,2312.8621,676.1298,1444.3801,243.9166,1210.8922,398.6095,29.5481,67.7868
TCGA.56.A4BX.01,Primary Tumor,10628.8686,1498.9979,373.7761,435.2934,100.063,606.6075,285.0043,269.4303,5259.3412,1.9468,509.2699,337.5665,956.6332,840.2175,1233.4611,255.803,1300.04,176.3756,0.7787,52.9516
TCGA.56.A4BY.01,Primary Tumor,34969.6122,858.8565,139.1443,743.3027,215.5138,429.0284,217.9128,204.7181,3614.1543,18.7925,312.6749,221.9112,1579.3683,536.5854,596.9612,506.9972,790.8836,535.7857,7.597,157.537
TCGA.56.A4ZJ.01,Primary Tumor,11014.7519,285.6504,75.9946,96.1109,3382.6553,186.4104,92.5346,122.4855,3361.198,166.2941,223.5136,81.359,2318.2834,283.4153,307.5548,142.1547,348.2342,164.506,347.3402,592.3111
TCGA.56.A4ZK.01,Primary Tumor,38265.5055,667.3747,148.6831,511.045,87.0858,378.9295,309.2608,190.7392,6823.2795,5.9473,947.3237,268.904,1000.0,746.3891,901.0195,1534.8343,714.9533,475.7859,25.4885,58.1988
TCGA.56.A5DR.01,Primary Tumor,17966.6963,2071.492,280.6394,699.3783,90.5861,898.7567,571.9361,442.2735,5198.0462,11.1012,548.4014,242.4512,560.3908,1164.2984,1538.1883,261.9893,1530.6394,460.0355,32.8597,43.9609
TCGA.56.A5DS.01,Primary Tumor,7191.5958,860.4302,299.1496,480.2401,180.09,506.7534,248.6243,196.098,3657.8289,21.5108,468.7344,312.1561,1213.1066,547.7739,624.8124,681.8409,644.8224,369.6848,68.034,91.5458
TCGA.56.A62T.01,Primary Tumor,17928.157,1255.5565,285.7683,524.0352,62.3218,726.2011,303.2488,278.1681,6481.8483,4.1801,984.9886,494.0144,1779.5917,539.2357,1555.0052,496.2944,2306.287,370.1308,12.5404,15.2004
TCGA.58.8386.11,Solid Tissue Normal,478.9506,84.1977,7.9317,17.0836,20184.2587,26.2355,13.4228,13.4228,12.8127,845.0275,61.0128,24.4051,14.0329,56.7419,62.8432,12.2026,129.3472,17.0836,2962.1721,3697.9866
TCGA.58.8386.01,Primary Tumor,33616.7162,1561.815,185.5987,298.269,5281.983,368.7391,310.1506,282.7,6069.8556,66.7828,516.6445,304.0049,1083.6833,535.0814,1007.4772,812.8649,1096.3843,253.6106,75.7964,424.05
TCGA.58.8387.01,Primary Tumor,15610.3755,1642.6628,562.3073,610.1941,166.1527,1459.0967,323.5988,259.0241,2257.9358,13.06,1049.8821,359.8767,508.616,1517.1413,1514.2391,670.4154,2424.0885,707.4188,37.0034,95.0481
TCGA.58.8388.01,Primary Tumor,8999.0969,1120.3716,207.4571,629.5962,1618.8879,687.9112,496.4521,466.5204,962.9725,17.5461,574.8936,253.9027,405.6251,813.3144,1196.7488,2224.7452,689.4594,600.6967,46.9617,296.2198
TCGA.58.8390.01,Primary Tumor,12922.7619,1549.0381,187.4742,495.0356,189.2021,694.173,400.8665,338.6631,1745.5837,13.391,702.8123,339.0951,523.9775,840.6102,935.6432,777.9748,796.1175,647.0884,40.605,47.5165
TCGA.58.8391.01,Primary Tumor,57024.1087,1457.3854,222.2977,316.9213,83.305,455.914,406.1121,289.7566,4841.1998,5.8857,856.1404,427.3911,570.0057,964.7991,1471.4205,492.5863,2444.369,520.6565,11.7714,69.2699
TCGA.58.8392.01,Primary Tumor,30890.1676,1198.2098,461.1724,536.637,416.3129,746.6801,395.7698,460.3339,8014.7575,9.6427,1269.0627,524.8981,764.7077,1181.0207,677.085,268.3185,1313.5029,616.7133,32.7013,98.9424
TCGA.58.8393.01,Primary Tumor,24478.2798,784.5352,169.4179,585.1434,1013.0321,519.9826,627.2806,566.8983,4523.8923,21.2858,478.7142,296.2641,2056.4726,1199.8262,876.1946,473.9357,1014.3354,268.8966,87.7498,222.8497
TCGA.58.A46J.01,Primary Tumor,19389.3004,1196.2963,339.5062,1251.0288,2517.6955,1311.9342,514.4033,437.8601,6866.6667,93.4156,781.4815,275.3086,1430.4527,1478.1893,1097.9424,1337.037,2052.2634,855.5556,253.4979,1076.1317
TCGA.58.A46K.01,Primary Tumor,41057.101,1030.0146,278.1845,666.1786,95.1684,682.284,489.019,582.7233,4848.4627,16.1054,499.2679,431.918,1628.8433,1699.8536,890.9224,473.6457,1257.6867,430.4539,9.5168,56.369
TCGA.58.A46L.01,Primary Tumor,10481.4031,1568.1887,423.9492,577.5627,203.8101,736.0145,337.466,659.8125,5618.0829,16.9338,793.166,604.7777,956.456,1786.2111,822.1953,601.7539,1236.4681,228.3036,6.3502,52.3133
TCGA.58.A46M.01,Primary Tumor,12129.2325,1448.6456,508.465,680.0226,36.6817,828.4424,1156.3205,908.0135,1687.3589,3.9503,1899.5485,887.1332,1447.5169,1356.6591,1363.4312,690.1806,1426.6366,436.2302,2.8217,23.1377
TCGA.58.A46N.01,Primary Tumor,40619.7445,1032.7526,459.9303,938.4437,45.993,588.1533,676.4228,491.9861,8947.7352,8.3624,420.4413,509.64,1214.8664,973.7515,1208.3624,944.0186,1766.7828,469.6864,3.7166,30.1974
TCGA.60.2695.01,Primary Tumor,2746.4209,1093.6317,248.1488,283.3635,904.0645,1677.8015,456.1461,439.0324,170.4789,29.949,891.5583,336.6793,24.025,1039.6577,1170.3143,1233.5034,2246.1741,772.0915,66.1511,194.833
TCGA.60.2696.01,Primary Tumor,14703.8517,983.2849,191.4971,100.2907,2287.4273,465.4797,272.8924,311.4099,4538.5174,20.3488,658.0669,707.1221,682.4128,1046.875,1184.593,27.9797,1109.7384,413.1541,97.7471,304.8692
TCGA.60.2697.01,Primary Tumor,3833.4385,382.8752,85.8044,156.4669,2671.4736,197.5665,100.5858,101.3069,506.174,21.6314,237.945,94.8175,109.2384,288.4182,330.5994,165.1194,479.4953,153.2222,85.8044,619.3781
TCGA.60.2698.01,Primary Tumor,16373.9407,1265.5367,226.6949,236.5819,2414.548,825.2119,301.5537,368.6441,2489.4068,103.4605,657.4859,347.8107,947.387,609.4633,2037.7825,139.1243,1888.4181,303.3192,266.2429,310.3814
TCGA.60.2703.01,Primary Tumor,12449.6788,1399.7145,403.9971,667.3804,39.2577,422.5553,1003.5689,496.0742,3082.798,7.1378,1054.247,693.7901,750.8922,1163.4547,1319.0578,341.1849,1822.9836,584.5824,69.95,7.1378
TCGA.60.2704.01,Primary Tumor,11352.7642,500.5641,156.8259,320.0451,1352.012,473.8624,358.7815,206.8447,1993.9827,110.1918,500.9402,321.1734,1092.8921,764.5731,460.6995,282.0609,740.5039,169.2366,324.9342,193.6818
TCGA.60.2706.01,Primary Tumor,4370.2344,1536.9472,260.0882,449.4298,497.2778,763.8597,158.2403,403.6323,94.329,96.0378,494.5436,192.0757,20.8481,909.7962,1949.8074,625.7839,1354.7829,451.8222,147.6454,141.4935
TCGA.60.2707.01,Primary Tumor,38369.9232,678.3754,145.9934,199.4146,459.2023,259.4219,195.7556,215.1482,11636.663,16.8313,439.8097,288.3278,2386.7545,472.0088,1052.3235,66.9594,839.7366,206.0007,201.9759,100.9879
TCGA.60.2708.01,Primary Tumor,47267.3772,588.9713,167.7479,177.9425,19.4625,566.7285,234.013,185.3568,4980.0741,79.24,922.6135,380.4449,894.3466,383.2252,541.7053,372.5672,1054.6803,265.987,92.215,51.4365
TCGA.60.2709.11,Solid Tissue Normal,476.5957,41.6076,3.1521,4.4129,38026.4775,7.8802,4.0977,8.5106,71.2372,1969.74,22.0646,7.2498,19.5429,51.0638,18.9125,4.0977,75.0197,9.1411,6830.5753,3769.5823
