,Label,SLC2A1.6513,CDCA5.113130,CENPA.1058,POLQ.10721,AGER.177,TROAP.10024,KIF14.9928,EXO1.9156,SERPINB5.5268,GPD1.2819,GINS1.9837,CKAP2L.150468,GPR87.53836,KIF23.9493,PLK1.5347,B4GALNT4.338707,CCNB1.891,RAD54L.8438,C19orf59.199675,CLEC3B.7123
TCGA.77.8008.01,Primary Tumor,40221.8176,317.8282,85.7474,163.5491,38.0732,146.6645,223.4729,171.4948,7321.3044,5.2971,173.1501,169.1773,1510.677,392.9813,432.0477,58.9306,332.7264,176.1298,49.9917,31.1207
TCGA.77.8009.01,Primary Tumor,25624.4936,986.444,430.1709,815.935,19.6611,969.1558,1032.2069,1097.9698,2511.8729,3.0509,795.5959,868.4775,740.0025,1417.2929,1789.1586,1237.2923,1904.7522,697.9685,4.7458,23.3899
TCGA.77.8128.01,Primary Tumor,27111.4639,1511.736,296.1787,428.1665,64.4064,1007.824,454.4733,476.698,5643.2702,3.6285,669.9172,234.4937,246.2864,800.0907,1519.9002,795.5551,1398.798,332.9176,4.5357,58.51
TCGA.77.8130.01,Primary Tumor,78292.0469,819.4263,62.5815,73.0117,44.3286,224.9022,192.3077,132.9857,8488.9179,18.2529,207.3012,145.3716,2381.3559,446.545,486.9622,189.7001,630.3781,106.2581,1.9557,60.6258
TCGA.77.8131.01,Primary Tumor,17027.7008,806.7867,268.6981,141.9668,2255.5402,279.7784,223.6842,186.2881,2991.6898,141.9668,341.4127,220.9141,611.4958,609.4183,695.2909,54.7091,1930.7479,240.3047,337.2576,439.0582
TCGA.77.8133.01,Primary Tumor,6495.1087,985.3261,240.7609,645.6522,118.4783,1026.087,442.9348,403.8043,5659.2391,10.3261,651.087,320.1087,963.0435,1030.9783,1026.6304,676.087,1186.9565,371.7391,2.7174,116.8478
TCGA.77.8136.01,Primary Tumor,29077.1176,1434.8925,132.7434,445.6384,54.3616,702.2756,474.0834,360.9355,1536.6625,10.7459,714.2857,445.0063,1144.7535,1384.9558,852.086,302.7813,1386.8521,618.2048,32.8698,41.7193
TCGA.77.8138.01,Primary Tumor,17794.9971,593.8823,153.9922,219.0248,61.965,418.4171,227.0005,165.649,944.8128,6.7487,284.0574,350.9305,1062.6077,880.3938,929.4749,368.7224,1147.8862,335.5926,32.5163,55.2163
TCGA.77.8139.01,Primary Tumor,13851.6449,1736.1887,320.9187,483.5506,122.905,519.5531,404.7176,505.2762,5599.0068,6.2073,887.6474,361.2663,1070.1428,936.6853,1572.3153,1206.0832,1329.6089,543.1409,22.3464,59.5903
TCGA.77.8140.01,Primary Tumor,9101.4819,988.9327,206.3403,366.1602,194.335,519.9775,332.3954,241.6057,7710.3733,3.7516,218.3455,169.5742,1653.7235,565.7475,403.6766,530.4821,1008.4412,618.2705,39.0171,62.2772
TCGA.77.8143.01,Primary Tumor,20534.806,2308.0496,672.0916,554.1888,177.5423,905.1445,562.4466,495.0081,6544.2909,2.2938,1040.9391,464.2708,2183.2654,1464.8385,1614.3961,27.5259,2145.1878,773.9375,14.6805,56.4282
TCGA.77.8144.01,Primary Tumor,15314.5236,2489.3617,373.2655,564.7549,49.9537,842.7382,650.7863,819.6115,5567.0675,5.5504,251.6189,562.4422,1435.7077,1454.2091,2672.0629,10.6383,4502.7752,549.4912,9.2507,11.1008
TCGA.77.8145.01,Primary Tumor,28441.3502,658.2278,183.1224,221.9409,102.9536,362.8692,264.9789,250.6329,3885.2321,20.2532,379.7468,155.2743,556.962,467.5105,739.2405,1742.616,627.8481,165.4008,10.9705,32.0675
TCGA.77.8146.01,Primary Tumor,11158.1532,835.9528,108.055,510.8055,834.9705,471.5128,325.1473,294.6955,6111.002,18.664,392.9273,169.9411,1582.5147,722.9862,1043.222,723.9686,842.8291,159.1356,43.222,158.1532
TCGA.77.8148.01,Primary Tumor,12515.0142,1756.9405,475.3541,477.0538,78.7535,1154.6742,542.2096,704.2493,3152.9745,3.3994,791.5014,363.7394,396.6006,1201.6997,1654.3909,500.2833,1511.6147,590.9348,3.3994,28.8952
TCGA.77.8150.01,Primary Tumor,6519.5954,1139.0645,313.5272,689.0013,112.5158,964.6018,308.4703,536.0303,2943.11,8.8496,678.8875,431.0999,442.4779,972.1871,1241.4665,946.9027,847.0291,385.5879,7.5853,226.2958
TCGA.77.8153.01,Primary Tumor,53039.1753,1642.268,314.433,410.8247,62.8866,1065.9794,569.0722,600.5155,6502.5773,3.0928,771.6495,554.1237,895.3608,1064.433,1984.0206,851.5464,1722.6804,845.3608,2.5773,32.9897
TCGA.77.8154.01,Primary Tumor,24739.0831,1176.69,272.2611,194.561,205.7498,783.8384,251.1267,191.453,6835.1204,21.756,482.3621,198.2906,548.8733,579.9534,4000.0,159.7514,980.8858,615.3846,7.4592,103.1857
TCGA.77.8156.01,Primary Tumor,17039.0117,1015.6047,524.7074,277.6333,53.9662,569.5709,426.528,431.0793,855.6567,9.1027,509.1027,252.9259,111.8336,777.6333,890.7672,271.1313,1797.7893,424.5774,31.2094,105.3316
TCGA.77.A5FZ.01,Primary Tumor,1221.4925,259.7015,51.9403,82.3881,3131.3433,124.1791,91.3433,64.4776,44.1791,16.7164,134.9254,63.2836,26.2687,217.3134,242.3881,16.1194,386.8657,102.6866,217.3134,750.4478
TCGA.77.A5G1.01,Primary Tumor,7310.6764,723.4182,182.7123,213.7471,600.153,199.3225,112.3374,83.4881,3899.0274,14.4247,132.8817,333.0784,4523.6586,786.3621,668.7794,141.6239,1183.6958,137.6899,21.4184,144.2465
TCGA.77.A5G3.01,Primary Tumor,13575.5119,1112.628,177.4744,997.0137,51.6212,880.5461,438.9932,400.5973,5765.3584,5.9727,1020.4778,331.4846,1052.901,1334.8976,940.6997,824.6587,1183.0205,424.9147,4.6928,30.2901
TCGA.77.A5G6.01,Primary Tumor,46186.9159,1155.244,413.2918,831.7757,323.9875,1097.6116,338.0062,403.4268,3123.053,15.0571,929.9065,417.9647,1943.406,1114.2264,1035.3063,884.216,1561.2669,638.1101,8.8266,71.1319
TCGA.77.A5G7.01,Primary Tumor,9163.1117,1976.788,494.9812,787.9548,451.0665,1562.7353,355.7089,470.5144,4327.478,10.0376,649.9373,309.9122,2134.2535,1435.3827,927.2271,760.9787,2081.5558,835.6336,11.2923,154.9561
TCGA.77.A5G8.01,Primary Tumor,36472.0558,819.1107,332.4032,443.4446,126.9045,767.9162,606.4015,381.4345,2841.6506,6.4894,684.9957,302.8402,944.573,830.6474,1059.2197,898.426,1411.0912,253.0879,20.1893,65.6154
TCGA.77.A5GA.01,Primary Tumor,26384.8019,810.0243,419.5635,497.1706,194.0178,991.9159,337.9143,383.9935,3763.945,8.8925,614.3897,265.1576,2308.8116,960.388,1215.0364,453.5166,1531.1237,558.6095,14.5513,112.3686
TCGA.77.A5GB.01,Primary Tumor,23969.657,1146.438,408.971,503.9578,79.1557,472.2955,576.5172,333.7731,9976.2533,15.8311,765.1715,405.0132,1461.7414,1085.752,1155.6728,431.3984,1689.9736,405.0132,29.0237,35.6201
TCGA.77.A5GF.01,Primary Tumor,10549.8575,871.7949,265.9069,746.4387,56.0304,592.5926,649.5726,455.8405,9598.2906,2.849,761.6334,468.1861,969.6106,873.6942,1599.2403,689.4587,1297.246,284.9003,3.7987,80.7217
TCGA.77.A5GH.01,Primary Tumor,16911.8007,1105.0455,341.8735,742.4525,125.4687,432.8095,367.1974,322.3049,1262.7447,4.6044,482.3063,491.515,1110.801,857.5614,602.0196,18.4174,864.4679,306.1897,12.662,27.6261
TCGA.79.5596.01,Primary Tumor,30209.1144,1128.1169,265.1763,246.2597,28.5469,674.4626,384.5228,319.5185,7172.8289,84.6088,697.8504,328.1169,337.4033,1181.0834,1886.5004,1625.7954,1289.7678,352.5365,2.7515,70.5073
TCGA.85.6175.01,Primary Tumor,8280.0562,279.7753,42.1348,90.7303,496.3483,109.5506,127.809,91.8539,2130.3371,19.9438,237.0787,149.1573,2054.4944,243.5393,348.3146,75.0,452.5281,99.4382,33.1461,82.3034
TCGA.85.6560.01,Primary Tumor,2678.331,2271.8908,653.0872,359.7591,46.6811,459.4054,589.5739,590.0228,1.1221,4.2641,1218.8718,611.1191,1.3466,1065.8114,3437.7974,1224.9313,2069.0073,1197.3266,27.1559,55.2094
TCGA.85.6561.01,Primary Tumor,19083.8122,1056.984,424.8606,637.4306,246.0896,472.626,402.7936,410.6148,2922.3484,3.0726,542.7378,358.3801,731.0061,1283.7998,1456.1463,215.9219,1338.5484,317.598,33.7989,74.0224
TCGA.85.6798.01,Primary Tumor,64389.4488,969.4207,318.9907,142.7678,26.0639,511.9412,167.6646,347.7777,2714.9224,5.8352,257.9157,204.6209,1073.6762,910.6797,1348.3194,555.1217,1314.0863,615.4187,5.4462,65.7432
TCGA.85.7696.01,Primary Tumor,14035.7067,895.085,304.4313,655.2386,125.4712,471.7263,891.1018,881.1438,6518.5291,12.5187,609.4317,495.3411,1331.5314,1081.727,986.4144,278.2559,799.7724,205.42,1.7071,78.2417
TCGA.85.7697.01,Primary Tumor,23785.9034,889.0161,234.1324,424.186,59.5349,544.4007,363.22,345.7603,4818.3184,21.1807,557.8533,255.3131,1226.4758,1013.5242,930.805,194.0608,1298.0322,442.5045,14.3113,58.6762
TCGA.85.7698.01,Primary Tumor,9464.9128,1020.6048,300.8511,460.1606,50.2924,567.0696,417.9993,536.0509,3155.1717,19.876,513.7657,469.1951,778.7796,911.5877,859.1873,590.5595,1154.9187,301.7545,7.2277,64.1454
TCGA.85.7699.01,Primary Tumor,14121.9647,1698.1236,344.6468,500.8278,67.8808,1166.3907,1147.6269,934.8786,1977.3731,18.7638,1013.7969,339.6799,159.7682,2052.7042,841.0596,433.7748,2036.6998,696.7439,4.6909,33.3885
TCGA.85.7710.11,Solid Tissue Normal,778.9117,223.2905,56.1948,84.8504,15867.7674,87.8276,104.2022,58.4277,22.7012,1856.2884,126.9034,98.62,5.9544,158.9084,331.5864,13.3974,465.5607,71.453,4093.2871,2286.8669
TCGA.85.7710.01,Primary Tumor,49432.9762,844.3324,178.3126,476.0707,83.1669,329.9297,343.2774,348.4112,8156.8603,7.5295,595.8584,276.5385,2172.6073,721.4644,915.8628,1049.6828,842.9634,293.6511,22.9308,75.9796
TCGA.85.7843.01,Primary Tumor,40744.8634,1912.4793,423.3292,697.8588,50.1766,601.2544,333.3574,337.9713,6005.3349,5.1907,481.2919,402.8549,3333.5736,912.4072,2051.1859,107.2742,2540.8406,543.0034,50.465,39.5069
TCGA.85.7844.01,Primary Tumor,49051.8659,701.771,226.439,1070.8412,146.7426,465.5281,707.7799,286.5275,1106.8944,12.334,164.4529,388.6781,1285.5787,1483.871,894.6869,818.1531,889.9431,406.7046,27.198,127.7672
TCGA.85.7950.01,Primary Tumor,40114.7199,1208.9717,236.3035,545.6551,87.7559,587.8171,507.4151,265.2286,1204.0691,17.159,308.3711,287.2852,605.4664,1246.7214,784.9001,3.922,1359.4803,524.5741,5.8831,33.8277
TCGA.85.8048.01,Primary Tumor,9423.5361,799.8863,209.2098,264.9233,3037.5213,550.8812,441.1597,560.5458,426.3786,34.1103,255.8272,242.1831,912.4503,853.8943,831.1541,238.772,898.2376,451.3928,92.0978,343.3769
TCGA.85.8049.01,Primary Tumor,18312.5325,489.3396,115.4446,311.4925,31.2012,247.0099,462.2985,278.2111,2122.7249,54.6022,389.4956,299.012,454.4982,754.0302,789.3916,389.4956,621.9449,161.2064,21.3209,79.5632
TCGA.85.8052.01,Primary Tumor,56500.0,932.5681,279.7704,564.5624,277.6184,509.3257,324.2468,319.9426,7601.1478,34.4333,496.4132,249.6413,805.5954,819.9426,814.2037,1176.4706,1022.2382,662.8407,88.9527,64.5624
TCGA.85.8070.01,Primary Tumor,31335.6595,1115.693,395.6491,406.2748,48.753,855.0521,323.1447,263.141,2263.888,54.3783,606.2869,245.0149,750.0457,825.6753,818.1749,1929.4926,798.1736,495.0302,4.3753,40.0024
TCGA.85.8071.01,Primary Tumor,70136.2904,1524.0834,281.0927,437.8145,27.3185,818.1165,446.4414,368.0805,2842.5593,0.7189,370.2372,346.5133,1045.2912,740.4745,668.5838,549.9641,1271.028,545.6506,1.4378,14.3781
TCGA.85.8072.01,Primary Tumor,24083.6883,732.3377,577.7187,1102.3882,2424.7365,749.8051,634.6495,524.0226,1136.6761,43.3451,629.474,531.1389,1032.5185,1451.0896,2046.9227,842.9647,1180.0212,438.6263,36.2287,236.1336
TCGA.85.8276.01,Primary Tumor,13934.1608,1684.2957,173.7723,651.3761,373.9881,611.4409,351.8618,494.8732,728.0086,15.1106,266.055,311.9266,412.844,1093.9018,1114.9487,676.2008,851.0523,548.8397,21.5866,112.7901
TCGA.85.8277.01,Primary Tumor,29387.5661,1595.2381,340.8289,477.0723,39.6825,761.9048,767.6367,740.2998,2159.612,3.9683,962.0811,542.769,406.5256,1387.1252,1547.1781,862.4339,1735.0088,650.7937,10.582,89.9471
TCGA.85.8287.01,Primary Tumor,8006.3441,801.2523,130.2807,260.0466,122.0416,491.2563,394.4468,267.7707,812.5811,5.6644,466.539,324.9295,698.2636,467.0539,835.2386,1161.198,704.4429,244.0833,11.3288,152.4233
TCGA.85.8288.01,Primary Tumor,18217.6145,1380.1711,209.3608,572.924,57.5742,718.6714,621.238,467.4383,1907.1968,60.3926,1402.7177,177.9567,616.8093,872.0684,957.4233,411.8772,861.1978,564.0664,8.0523,41.4696
TCGA.85.8350.01,Primary Tumor,18829.9023,533.5498,262.4644,262.4644,1896.6403,935.8675,204.5115,227.0221,2320.5107,35.9212,432.9704,177.2113,978.9729,762.4877,723.6928,938.7412,803.6774,344.8437,31.1317,337.1805
TCGA.85.8351.01,Primary Tumor,28852.5896,910.1372,120.8499,228.8623,1174.8561,332.0053,442.6737,406.8172,4937.583,12.8375,356.795,293.05,1042.9394,763.6122,855.2457,750.332,979.637,392.2089,49.1368,264.7189
TCGA.85.8352.01,Primary Tumor,6522.2513,931.0646,359.9476,357.3298,50.1745,745.2007,678.4468,488.2199,986.911,4.7993,431.5009,273.5602,620.8551,1263.089,1237.3473,695.4625,1693.7173,325.0436,3.4904,24.4328
TCGA.85.8353.01,Primary Tumor,47407.767,648.7202,189.3204,417.4757,403.3539,545.8959,722.8597,430.7149,1683.5834,9.7087,522.9479,284.2012,962.9303,930.7149,749.7793,437.3345,1052.5154,193.7335,35.7458,89.5852
TCGA.85.8354.01,Primary Tumor,48386.3283,2948.2134,459.3475,461.9368,277.0585,2346.4526,453.1331,446.9187,764.8887,23.304,633.8685,360.435,931.6416,1675.8156,1957.535,682.5479,2111.3413,771.6209,12.4288,78.1978
TCGA.85.8355.01,Primary Tumor,10420.4977,554.6183,139.1818,300.2952,144.6647,382.539,291.0164,149.7259,2843.5259,61.5774,335.7233,117.2501,351.7503,503.1632,566.0059,202.4462,966.259,316.744,9.2788,146.3518
TCGA.85.8479.01,Primary Tumor,36468.4237,650.1496,322.3658,224.3919,208.1382,1291.2693,544.9517,290.3098,6058.5812,7.6754,362.5487,291.6643,3487.33,862.8026,1697.1612,1037.9818,1231.2207,476.7763,18.5112,47.8582
TCGA.85.8481.01,Primary Tumor,35085.4648,753.587,139.738,134.1235,16.2196,412.3518,178.4155,162.8197,5309.4198,2.4953,306.3007,236.4317,2953.8366,872.7386,809.7318,351.2165,1045.5396,237.0555,91.7031,30.5677
TCGA.85.8580.01,Primary Tumor,26067.1179,1194.0214,230.6825,645.7981,437.6763,809.9267,464.749,375.0705,8932.8821,10.1523,439.3683,262.8314,1163.0006,1224.4783,1072.758,728.7084,1508.7422,565.1438,6.7682,72.758
TCGA.85.8582.01,Primary Tumor,69702.3653,613.0092,194.4809,339.6846,39.4218,216.1629,389.6189,326.544,5770.0394,6.5703,754.2707,346.912,999.343,1017.0828,1200.3942,211.5637,1283.18,204.9934,11.1695,56.5046
TCGA.85.8584.01,Primary Tumor,8841.7378,1528.3165,330.4888,332.0403,401.0861,1358.4174,220.3258,349.1078,985.2599,45.7719,463.1497,204.8099,456.1676,812.2576,1294.8022,50.4267,2096.9744,483.3204,6.9822,95.4228
TCGA.85.8664.01,Primary Tumor,39674.8051,3374.1531,491.8829,386.5525,140.0997,1332.9925,432.5706,457.1136,1774.2554,7.1584,1424.5174,152.8825,2462.4824,1771.1875,789.9783,2145.9798,1865.2691,531.254,6.6471,11.7602
TCGA.85.8666.01,Primary Tumor,65374.3151,1406.3878,507.2832,460.2432,26.7272,741.4139,1042.3627,523.3195,4546.8395,70.5599,1032.7409,1038.6209,1026.3263,1115.5953,2565.8158,372.5778,2605.9067,535.6141,190.298,75.9054
TCGA.85.A4CL.01,Primary Tumor,7380.9206,936.6244,257.9497,503.8915,43.5846,653.7692,296.6422,333.111,3498.3322,12.008,400.2668,132.5328,1682.455,751.1674,592.3949,857.4605,1843.0064,275.7394,5.7816,36.9135
TCGA.85.A4CN.01,Primary Tumor,24055.3811,1623.9232,278.4201,380.3522,33.2007,927.2904,576.0617,451.4134,6814.3031,11.6494,505.0005,404.8159,1092.7116,991.362,1730.515,342.4917,1655.3765,462.4803,1.7474,64.654
TCGA.85.A4JB.01,Primary Tumor,34424.6765,1117.8373,368.2994,306.3771,101.6636,600.2773,345.6562,289.7412,6623.3826,36.5065,1246.7652,173.2902,776.3401,810.0739,902.4954,1165.4344,1202.8651,641.4048,19.8706,30.9612
TCGA.85.A4JC.01,Primary Tumor,77379.608,893.8397,208.883,265.9093,53.1819,711.868,156.9826,225.5424,5011.2691,16.0186,285.1317,174.9235,3101.2073,692.0049,818.2318,16.6594,1323.7798,830.4059,128.7898,94.1896
TCGA.85.A4PA.01,Primary Tumor,1107.5011,1043.6502,221.5002,389.8856,4314.1687,714.2252,294.9569,206.2438,7.3457,190.9874,410.2274,230.541,0.5651,531.7135,1700.8052,86.4529,1278.7117,437.915,206.8089,518.1523
TCGA.85.A4QQ.01,Primary Tumor,21443.0437,938.7663,294.9122,376.407,37.3706,640.7024,408.8249,332.733,7622.2422,9.4552,492.5709,424.1333,6537.1454,425.9343,1025.6641,3.1517,1353.4444,369.6533,3.1517,13.9577
TCGA.85.A4QR.01,Primary Tumor,24033.8448,1636.2816,481.0469,544.2238,206.2274,1398.917,363.7184,493.6823,3814.0794,21.6606,796.9314,284.7473,1425.5415,1266.6968,1004.5126,726.5343,1822.6534,704.8736,3.6101,46.0289
TCGA.85.A50M.01,Primary Tumor,11416.5065,833.5982,178.9289,210.9256,143.9851,182.718,329.6502,239.5542,5884.0246,6.7361,594.465,254.2896,486.2656,503.527,470.6883,41.2589,642.46,253.0265,79.5707,85.0439
TCGA.85.A50Z.01,Primary Tumor,74653.2062,1276.1312,275.9202,285.2419,65.2514,279.1828,250.7518,693.5293,680.9451,5.1269,344.9003,395.2371,632.4726,621.7527,859.4543,504.7663,2153.7626,344.4342,165.4589,77.3695
TCGA.85.A510.01,Primary Tumor,1892.2056,1610.8347,376.4511,1061.9127,1407.4074,946.932,325.5943,1244.3339,156.44,66.8878,1154.7816,357.1034,1.1056,1312.88,1506.9099,96.1857,2000.0,709.7844,1.1056,268.6567
TCGA.85.A511.01,Primary Tumor,17124.6291,1250.9713,485.3023,681.15,84.0645,1021.0434,714.7758,423.5035,2745.0481,4.0896,648.433,372.6104,1221.4351,771.1218,1194.1709,677.9692,1893.497,413.0523,35.8978,39.0787
TCGA.85.A512.01,Primary Tumor,4555.6854,1783.739,437.4928,700.6837,92.8617,1658.1026,329.2369,818.3747,4524.897,11.4215,659.467,219.9879,966.3575,1358.1643,859.5914,612.2913,1220.6098,486.6549,8.442,73.9914
TCGA.85.A513.01,Primary Tumor,587.7419,512.2581,82.5806,147.0968,7707.0968,260.0,87.0968,83.2258,13.5484,74.8387,153.5484,113.5484,73.5484,247.0968,514.8387,185.1613,465.1613,255.4839,188.3871,1085.1613
TCGA.85.A53L.01,Primary Tumor,50922.6562,1350.7812,649.2188,553.125,143.75,1266.0156,292.1875,381.6406,1797.2656,7.0312,566.4062,356.25,1779.6875,852.3438,1435.5469,1051.5625,2866.0156,544.9844,40.625,27.7344
TCGA.85.A5B5.01,Primary Tumor,9891.6235,534.1105,449.4819,598.0138,113.9896,1010.3627,279.7927,327.2884,2537.5648,16.8394,455.5268,112.2625,1083.7651,492.228,554.8359,1193.0052,1075.1295,369.6028,18.1347,88.9465
TCGA.90.6837.11,Solid Tissue Normal,163.1513,141.3978,21.4595,16.7561,34236.202,62.6148,44.6829,32.0423,0.294,1410.1565,66.7304,44.3889,0.294,139.0461,119.6443,1.1759,192.254,37.6277,2207.6872,1513.9267
TCGA.90.6837.01,Primary Tumor,27931.4609,647.0577,223.8537,376.6889,76.8329,773.3128,281.9975,300.2713,4185.1092,11.6288,348.0323,296.5335,685.6818,1297.0225,1309.0666,304.8397,2419.1983,408.2527,158.2343,109.6426
TCGA.90.7766.01,Primary Tumor,8530.3163,1001.0358,185.4832,811.7281,163.8116,453.5097,533.5033,360.7681,1817.5444,6.6927,431.5194,506.4138,2888.3754,929.3283,836.5867,149.4702,939.8454,638.9929,33.7822,86.0489
TCGA.90.7767.11,Solid Tissue Normal,283.7492,39.9191,4.0459,15.9137,37721.915,12.1376,11.0587,8.0917,23.7357,2251.9218,30.7485,11.3284,11.3284,77.6804,34.5246,18.6109,95.4821,10.2495,3874.0391,2343.0883
TCGA.90.7767.01,Primary Tumor,34312.5734,1485.6471,490.1796,596.2733,21.4873,682.8941,885.6807,1124.7272,655.3634,5.3718,838.3414,391.4722,67.8194,1319.1204,980.695,707.0673,1887.1915,505.6236,4.0289,34.5812
TCGA.90.7769.01,Primary Tumor,33921.5127,1077.0603,188.3696,317.8737,14.2704,518.0164,292.5437,294.6843,2987.5134,6.0649,536.2112,702.1049,551.5519,718.1591,727.0781,183.7317,1519.4435,545.8437,6.4217,30.3247
TCGA.90.7964.01,Primary Tumor,11575.6922,546.9256,116.8644,251.708,977.7059,391.9453,293.0601,219.3456,2195.9727,135.9223,313.9159,220.7839,1024.4516,751.8878,565.9835,802.2294,804.0273,265.0126,160.0144,232.6501
TCGA.90.A4ED.01,Primary Tumor,4163.618,706.899,147.4867,130.7792,356.6182,595.7079,185.5106,163.618,879.735,11.5224,570.3586,201.0658,441.8839,535.7914,700.5617,4213.1643,834.7976,370.4451,0.5761,88.1463
TCGA.90.A4EE.01,Primary Tumor,5863.8625,1187.6979,216.1918,763.4555,683.8535,858.8874,616.4631,583.4464,323.3831,39.801,729.9864,149.706,74.1746,540.4794,830.3935,1080.5066,2134.7806,260.9679,33.0167,155.5857
TCGA.90.A59Q.01,Primary Tumor,6393.0767,400.5994,168.8022,451.3623,230.574,716.186,505.7949,238.5248,3702.0275,33.6381,355.9524,136.3873,1483.1351,874.591,898.4435,610.9905,887.4346,206.7215,97.8563,99.6911
TCGA.92.7340.11,Solid Tissue Normal,283.1303,20.3304,0.8969,4.1857,39204.7238,5.0826,8.3713,4.1857,13.4539,745.9451,16.4437,9.8662,7.1754,44.8464,12.258,0.598,64.2798,4.7836,1610.2848,3438.5231
TCGA.92.7340.01,Primary Tumor,12657.7157,837.0927,307.1966,274.9731,173.2904,538.8471,421.7687,324.7404,3987.8267,13.6054,345.1486,433.584,1842.1053,828.4998,560.6874,50.1253,1349.8031,315.0734,59.0763,93.8059
TCGA.92.7341.01,Primary Tumor,17418.8617,1113.4192,259.5762,241.2962,7.6444,292.1479,454.0091,509.8463,4488.575,8.3091,1143.3319,495.5546,597.5904,1222.7669,1460.0748,395.5131,2027.42,321.0636,10.3033,47.528
TCGA.92.8063.01,Primary Tumor,18254.3532,1268.6567,304.1045,458.9552,51.6169,592.0398,361.3184,274.8756,1465.796,14.3035,589.5522,531.7164,1241.9154,1195.2736,1427.8607,448.3831,1084.5771,403.607,74.6269,64.0547
TCGA.92.8064.01,Primary Tumor,22269.922,1389.6236,328.2469,717.5314,35.9444,708.7148,708.0366,539.844,3321.1258,2.0346,622.5839,400.8138,855.8834,739.2336,917.5992,402.8484,1243.1333,349.2709,4.7474,67.8196
TCGA.92.8065.01,Primary Tumor,26353.0745,555.206,129.6761,303.058,35.5409,348.2045,145.0452,235.8185,3271.6811,33.1395,239.6607,170.9804,641.1765,238.7002,529.2708,6.2437,1356.3164,254.0692,63.3972,92.2141
TCGA.94.7033.01,Primary Tumor,26701.1494,1954.023,400.596,669.2209,312.0477,1158.791,197.5309,382.716,4778.6292,30.6513,425.2874,127.7139,2367.3904,842.9119,1382.2903,112.814,1460.6215,687.5266,24.6914,58.7484
TCGA.94.7557.01,Primary Tumor,15712.3793,919.6954,282.2828,448.0728,115.2367,644.3206,836.1724,633.3307,3023.4712,17.8978,550.1217,540.3878,773.0591,1579.0878,1007.3004,858.7801,1419.8917,592.5112,71.5912,70.0212
TCGA.94.7943.01,Primary Tumor,3375.6536,1012.1646,537.4737,435.161,1364.944,566.0415,305.6093,353.1116,1891.7877,80.0563,402.2748,234.5219,3444.4157,1283.8911,1756.5889,846.0726,1471.575,137.8564,69.4265,161.7736
TCGA.94.8035.01,Primary Tumor,44813.897,1313.897,390.6706,463.0709,142.3712,706.5112,496.1127,397.4733,7717.6871,17.4927,516.035,454.3246,1517.9786,1133.6249,1046.1613,335.7629,1573.8581,761.4189,54.4218,106.8999
TCGA.94.8490.01,Primary Tumor,9657.7852,1234.8043,441.2989,507.0774,121.5654,709.8251,691.5071,271.4405,8353.4555,8.7427,667.3605,375.5204,1672.3564,888.8426,1183.1807,862.6145,977.9351,236.0533,1.6653,20.3997
TCGA.94.8491.01,Primary Tumor,11694.9966,856.1832,227.0103,176.2108,182.5607,504.2908,108.4781,202.1397,2806.143,10.5832,425.4458,278.8681,2267.4567,417.5084,796.9171,308.5011,866.2373,348.1882,59.7952,237.5935
TCGA.94.A4VJ.01,Primary Tumor,12651.7815,889.3112,228.9786,588.5986,46.0808,352.4941,258.4323,239.905,4618.5273,4.2755,417.1021,174.8219,2222.8029,595.7245,1218.0523,491.6865,1111.639,320.19,9.0261,44.1805
TCGA.94.A5I4.01,Primary Tumor,48270.8156,1706.9172,378.0421,486.8723,127.1596,771.5495,345.393,393.5074,2116.4627,10.883,862.0504,481.1444,260.6199,851.1674,1399.9012,591.1203,1330.0207,560.7624,64.1526,77.8996
TCGA.94.A5I6.01,Primary Tumor,37933.2644,777.9119,470.8666,515.8935,49.338,524.5157,642.3521,575.2908,5937.3264,10.0592,798.0303,614.5696,1106.5126,1312.4868,1397.7506,1100.2855,2375.8886,556.6094,64.1873,20.5974
TCGA.96.7544.01,Primary Tumor,14279.0244,941.7178,306.8374,568.6934,12.8518,406.4391,376.8799,344.1077,4907.7921,44.6601,492.225,438.89,1694.8349,1049.0305,591.8267,12.2092,1136.1017,126.9118,27.3101,79.0387
TCGA.96.7545.01,Primary Tumor,28833.0032,344.1564,176.04,119.5418,3272.4141,219.7916,195.332,181.2075,6470.7605,439.5832,238.3946,239.0836,2911.3771,488.5023,566.015,191.5425,701.7483,101.2833,563.6035,414.7791
TCGA.96.8169.01,Primary Tumor,16212.6766,658.6483,194.7308,238.2589,319.9695,311.5693,232.9133,201.9855,1549.4464,10.3093,181.7488,237.4952,987.3998,461.2447,504.391,578.4651,651.0118,218.404,61.4738,80.9469
TCGA.96.8170.01,Primary Tumor,8576.779,1266.7499,164.3779,766.1257,1521.8477,624.6359,205.5764,454.8481,2483.9784,37.037,604.2447,290.0541,1446.109,664.5859,859.7586,23.3042,1704.1199,491.8851,111.5273,324.1781
TCGA.96.A4JK.01,Primary Tumor,14201.0977,1912.881,536.2607,1047.2965,38.3043,901.5532,502.6276,550.7416,2231.4609,8.4083,1098.2132,287.2825,509.6345,966.0166,1436.4125,1776.4802,1655.0274,585.3089,4.2041,75.6744
